,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C)
36,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-06,2015,2,6,12.6,10.5,11.6
37,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-07,2015,2,7,11.4,9.9,10.7
38,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-08,2015,2,8,14.3,9,11.7
39,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-09,2015,2,9,11,7.2,9.1
40,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-10,2015,2,10,12.2,7.9,10.1
41,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-11,2015,2,11,12.1,5.8,9
42,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-12,2015,2,12,11.2,7.5,9.4
43,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-13,2015,2,13,12.6,7.8,10.2
44,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-14,2015,2,14,10.2,4,7.1
45,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-15,2015,2,15,9.8,2.9,6.4
46,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-16,2015,2,16,9.1,0.2,4.7
47,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-17,2015,2,17,8.9,-0.4,4.3
48,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-18,2015,2,18,12.6,2.5,7.6
49,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-19,2015,2,19,11.7,5.5,8.6
50,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-20,2015,2,20,9.9,4.5,7.2
51,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-21,2015,2,21,9.6,1,5.3
52,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-22,2015,2,22,9.1,-0.1,4.5
53,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-23,2015,2,23,9,-0.4,4.3
54,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-24,2015,2,24,9,0.1,4.6
55,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-25,2015,2,25,8.4,2.9,5.7
56,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-26,2015,2,26,9.6,4.8,7.2
57,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-27,2015,2,27,9.5,2.3,5.9
58,-123.18,49.19,VANCOUVER INTL A,1108395,2015-02-28,2015,2,28,9.9,-1.9,4
59,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-01,2015,3,1,8,-0.4,3.8
60,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-02,2015,3,2,9,1.6,5.3
61,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-03,2015,3,3,8.6,-1.7,3.5
62,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-04,2015,3,4,8.3,-1.9,3.2
63,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-05,2015,3,5,10.2,0.2,5.2
64,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-06,2015,3,6,10.5,0.6,5.6
65,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-07,2015,3,7,11.2,0.7,6
66,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-08,2015,3,8,10.1,1.7,5.9
67,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-09,2015,3,9,10,1,5.5
68,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-10,2015,3,10,8.1,3.3,5.7
69,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-11,2015,3,11,13.2,7.5,10.4
70,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-12,2015,3,12,17.2,8.3,12.8
71,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-13,2015,3,13,13.4,5.7,9.6
72,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-14,2015,3,14,14.7,7.3,11
73,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-15,2015,3,15,8.6,6.1,7.4
74,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-16,2015,3,16,10.4,3.1,6.8
75,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-17,2015,3,17,11.7,2.2,7
76,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-18,2015,3,18,14.2,4.9,9.6
77,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-19,2015,3,19,11.4,8.6,10
78,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-20,2015,3,20,13,8.3,10.7
79,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-21,2015,3,21,12.9,7.4,10.2
80,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-22,2015,3,22,11.8,6,8.9
81,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-23,2015,3,23,11.4,5.6,8.5
82,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-24,2015,3,24,13,5,9
83,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-25,2015,3,25,11.1,7,9.1
84,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-26,2015,3,26,18.8,10.7,14.8
85,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-27,2015,3,27,16.9,7.8,12.4
86,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-28,2015,3,28,14.3,9.1,11.7
87,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-29,2015,3,29,10.4,8.4,9.4
88,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-30,2015,3,30,17.2,9.3,13.3
89,-123.18,49.19,VANCOUVER INTL A,1108395,2015-03-31,2015,3,31,12.9,6.1,9.5
90,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-01,2015,4,1,11.2,5,8.1
91,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-02,2015,4,2,12.5,3,7.8
92,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-03,2015,4,3,10.9,6.3,8.6
93,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-04,2015,4,4,11.8,2.6,7.2
94,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-05,2015,4,5,11.5,0.4,6
95,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-06,2015,4,6,12.8,2.9,7.9
96,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-07,2015,4,7,13.9,2.2,8.1
97,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-08,2015,4,8,13.9,3.2,8.6
98,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-09,2015,4,9,14.9,5.2,10.1
99,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-10,2015,4,10,12.3,6.7,9.5
100,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-11,2015,4,11,12.8,4.8,8.8
101,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-12,2015,4,12,11.6,3.9,7.8
102,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-13,2015,4,13,8.7,5.7,7.2
103,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-14,2015,4,14,12,3.3,7.7
104,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-15,2015,4,15,12.6,3.1,7.9
105,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-16,2015,4,16,13.2,4.5,8.9
106,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-17,2015,4,17,15.1,4.8,10
107,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-18,2015,4,18,14.1,5.2,9.7
108,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-19,2015,4,19,15.1,3.9,9.5
109,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-20,2015,4,20,17.1,6.5,11.8
110,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-21,2015,4,21,15.1,8.3,11.7
111,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-22,2015,4,22,13.4,6.9,10.2
112,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-23,2015,4,23,10.2,5.4,7.8
113,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-24,2015,4,24,12.3,4.7,8.5
114,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-25,2015,4,25,11.5,5.7,8.6
115,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-26,2015,4,26,14.1,5.3,9.7
116,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-27,2015,4,27,18.5,9.3,13.9
117,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-28,2015,4,28,14.6,9.9,12.3
118,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-29,2015,4,29,15.6,6.1,10.9
119,-123.18,49.19,VANCOUVER INTL A,1108395,2015-04-30,2015,4,30,14.5,8.1,11.3
120,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-01,2015,5,1,15.7,9.5,12.6
121,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-02,2015,5,2,14.6,8.1,11.4
122,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-03,2015,5,3,15.5,2.9,9.2
123,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-04,2015,5,4,17.6,7.3,12.5
124,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-05,2015,5,5,14.1,7.9,11
125,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-06,2015,5,6,15.4,7,11.2
126,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-07,2015,5,7,17.8,6.5,12.2
127,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-08,2015,5,8,20.4,7.2,13.8
128,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-09,2015,5,9,21.9,8,15
129,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-10,2015,5,10,18.5,10.1,14.3
130,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-11,2015,5,11,16.5,10.7,13.6
131,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-12,2015,5,12,19,12.1,15.6
132,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-13,2015,5,13,17.5,11.6,14.6
133,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-14,2015,5,14,16.6,10.4,13.5
134,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-15,2015,5,15,17.3,11.6,14.5
135,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-16,2015,5,16,19,12.2,15.6
136,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-17,2015,5,17,17.2,12.5,14.9
137,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-18,2015,5,18,20.8,11.5,16.2
138,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-19,2015,5,19,20.7,11.5,16.1
139,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-20,2015,5,20,19.4,10.5,15
140,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-21,2015,5,21,21,12.6,16.8
141,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-22,2015,5,22,20.2,12.6,16.4
142,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-23,2015,5,23,18.5,12.7,15.6
143,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-24,2015,5,24,19.4,12.6,16
144,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-25,2015,5,25,18.4,12.4,15.4
145,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-26,2015,5,26,19.1,13.8,16.5
146,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-27,2015,5,27,19.9,14.6,17.3
147,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-28,2015,5,28,22.1,12.2,17.2
148,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-29,2015,5,29,22.5,14.3,18.4
149,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-30,2015,5,30,22.2,12,17.1
150,-123.18,49.19,VANCOUVER INTL A,1108395,2015-05-31,2015,5,31,20.8,9.8,15.3
151,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-01,2015,6,1,19.8,13,16.4
152,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-02,2015,6,2,17.6,12.3,15
153,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-03,2015,6,3,18.3,12.5,15.4
154,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-04,2015,6,4,20.6,12.9,16.8
155,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-05,2015,6,5,22.1,10.6,16.4
156,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-06,2015,6,6,23,12.1,17.6
157,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-07,2015,6,7,24.8,15,19.9
158,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-08,2015,6,8,24,14.1,19.1
159,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-09,2015,6,9,20.5,14.2,17.4
160,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-10,2015,6,10,20.8,13.8,17.3
161,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-11,2015,6,11,19.7,14.3,17
162,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-12,2015,6,12,19.1,12.1,15.6
163,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-13,2015,6,13,19.3,8.9,14.1
164,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-14,2015,6,14,21.6,10.5,16.1
165,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-15,2015,6,15,,11.2,16.950000000000003
166,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-16,2015,6,16,22.8,12.8,17.8
167,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-17,2015,6,17,21.1,11.5,16.3
168,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-18,2015,6,18,21.7,13.2,17.5
169,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-19,2015,6,19,20.4,11.6,16
170,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-20,2015,6,20,20.6,11.7,16.2
171,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-21,2015,6,21,24.2,11,17.6
172,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-22,2015,6,22,23.1,13.2,18.2
173,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-23,2015,6,23,24,11.8,17.9
174,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-24,2015,6,24,23.1,15.3,19.2
175,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-25,2015,6,25,25.5,14.9,20.2
176,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-26,2015,6,26,24.8,17.7,21.3
177,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-27,2015,6,27,25.4,15.4,20.4
178,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-28,2015,6,28,26.6,17.7,22.2
179,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-29,2015,6,29,28.3,18.8,23.6
180,-123.18,49.19,VANCOUVER INTL A,1108395,2015-06-30,2015,6,30,24.8,15.9,20.4
181,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-01,2015,7,1,23.9,17.2,20.6
182,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-02,2015,7,2,24.6,17.8,21.2
183,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-03,2015,7,3,24.8,16.5,20.7
184,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-04,2015,7,4,24.6,16.7,20.7
185,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-05,2015,7,5,25.6,16.2,20.9
186,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-06,2015,7,6,27.1,16.5,21.8
187,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-07,2015,7,7,22.7,14.4,18.6
188,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-08,2015,7,8,23.8,15.2,19.5
189,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-09,2015,7,9,26,14.7,20.4
190,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-10,2015,7,10,22.9,16,19.5
191,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-11,2015,7,11,18.7,15.9,17.3
192,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-12,2015,7,12,24.2,16,20.1
193,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-13,2015,7,13,21.8,16.7,19.3
194,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-14,2015,7,14,22.3,13.8,18.1
195,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-15,2015,7,15,23.1,13.8,18.5
196,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-16,2015,7,16,21.9,15.9,18.9
197,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-17,2015,7,17,22.9,13.4,18.2
198,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-18,2015,7,18,26.4,16.5,21.5
199,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-19,2015,7,19,27.3,17.8,22.6
200,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-20,2015,7,20,24.3,16.5,20.4
201,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-21,2015,7,21,22.7,16.2,19.5
202,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-22,2015,7,22,22.5,13.8,18.2
203,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-23,2015,7,23,23.4,12,17.7
204,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-24,2015,7,24,18.1,14.2,16.2
205,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-25,2015,7,25,21.8,14,17.9
206,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-26,2015,7,26,18.3,13.9,16.1
207,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-27,2015,7,27,21.4,13.1,17.3
208,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-28,2015,7,28,22.4,13.7,18.1
209,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-29,2015,7,29,24.2,14.7,19.5
210,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-30,2015,7,30,26.4,14,20.2
211,-123.18,49.19,VANCOUVER INTL A,1108395,2015-07-31,2015,7,31,25.5,15,20.3
212,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-01,2015,8,1,24.3,16.8,20.6
213,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-02,2015,8,2,23.9,17.5,20.7
214,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-03,2015,8,3,23.2,14.4,18.8
215,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-04,2015,8,4,22.5,15.9,19.2
216,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-05,2015,8,5,19.3,14.4,16.9
217,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-06,2015,8,6,22.4,14.4,18.4
218,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-07,2015,8,7,23.2,13.6,18.4
219,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-08,2015,8,8,21.8,15.6,18.7
220,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-09,2015,8,9,23.4,15.8,19.6
221,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-10,2015,8,10,22.6,14.4,18.5
222,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-11,2015,8,11,24.1,14.6,19.4
223,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-12,2015,8,12,26.8,17.1,22
224,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-13,2015,8,13,24.3,15.8,20.1
225,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-14,2015,8,14,18.8,15,16.9
226,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-15,2015,8,15,20.6,14.5,17.6
227,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-16,2015,8,16,22.2,14.5,18.4
228,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-17,2015,8,17,21.8,12.2,17
229,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-18,2015,8,18,22.8,14,18.4
230,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-19,2015,8,19,24.6,16.5,20.6
231,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-20,2015,8,20,22.4,15.3,18.9
232,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-21,2015,8,21,21,14.3,17.7
233,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-22,2015,8,22,24,10.6,17.3
234,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-23,2015,8,23,22.7,11.7,17.2
235,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-24,2015,8,24,22.8,12.9,17.9
236,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-25,2015,8,25,20.2,11.7,16
237,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-26,2015,8,26,21.8,11.7,16.8
238,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-27,2015,8,27,25.4,14.7,20.1
239,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-28,2015,8,28,21.5,15,18.3
240,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-29,2015,8,29,21.4,15.1,18.3
241,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-30,2015,8,30,20.2,13.6,16.9
242,-123.18,49.19,VANCOUVER INTL A,1108395,2015-08-31,2015,8,31,16.5,14.2,15.4
243,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-01,2015,9,1,16.2,13.7,15
244,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-02,2015,9,2,17,9.8,13.4
245,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-03,2015,9,3,16.4,10.2,13.3
246,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-04,2015,9,4,16.9,7.6,12.3
247,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-05,2015,9,5,18.8,8.4,13.6
248,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-06,2015,9,6,16.7,11.9,14.3
249,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-07,2015,9,7,20.3,11.5,15.9
250,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-08,2015,9,8,19.8,13.8,16.8
251,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-09,2015,9,9,22.7,14.3,18.5
252,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-10,2015,9,10,20.2,12.1,16.2
253,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-11,2015,9,11,20.1,13.5,16.8
254,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-12,2015,9,12,20.6,14.8,17.7
255,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-13,2015,9,13,17.6,13.8,15.7
256,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-14,2015,9,14,15.7,8.5,12.1
257,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-15,2015,9,15,17.1,10.3,13.7
258,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-16,2015,9,16,19.2,9.9,14.6
259,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-17,2015,9,17,18.1,12.4,15.3
260,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-18,2015,9,18,16.8,12.4,14.6
261,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-19,2015,9,19,17.1,13.9,15.5
262,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-20,2015,9,20,20.6,12.8,16.7
263,-123.18,49.19,VANCOUVER INTL A,1108395,2015-09-21,2015,9,21,15.9,8.5,12.2
